id,FPR_log,DET_log
688,-3.941609706,-4.1550603792
689,-3.9358790312,-4.1550603792
690,-3.9301810101,-4.1550603792
691,-3.9259287004,-4.1785908766
692,-3.9202869365,-4.1785908766
693,-3.9160764039,-4.1785908766
694,-3.9132791993,-4.1785908766
695,-3.9049342274,-4.1785908766
696,-3.9021679739,-4.1785908766
697,-3.8925459065,-4.1785908766
698,-3.8857292476,-4.1785908766
699,-3.8843714741,-4.1785908766
700,-3.8762633216,-4.1785908766
701,-3.8708941812,-4.2026884281
702,-3.8655537145,-4.2149585207
703,-3.8615669983,-4.2149585207
704,-3.8549575889,-4.2399598229
705,-3.8510128106,-4.2399598229
706,-3.849701335,-4.2526988487
707,-3.8457771965,-4.2526988487
708,-3.8392709927,-4.2656022536
709,-3.8379748163,-4.2656022536
710,-3.8315190159,-4.2656022536
711,-3.8315190159,-4.2656022536
712,-3.8289483204,-4.2656022536
713,-3.8200025739,-4.2786743351
714,-3.8086172516,-4.2786743351
715,-3.7998507584,-4.2919195619
716,-3.793635698,-4.2919195619
717,-3.7862282567,-4.3053425822
718,-3.7813202714,-4.3189482343
719,-3.7740031656,-4.3327415564
720,-3.7655336655,-4.3467277984
721,-3.7571352958,-4.3609124334
722,-3.7523677063,-4.3753011708
723,-3.7452586716,-4.3753011708
724,-3.7381998188,-4.3753011708
725,-3.730026977,-4.3753011708
726,-3.7253865975,-4.3753011708
727,-3.7230744577,-4.3753011708
728,-3.7150238104,-4.3753011708
729,-3.7115932754,-4.3753011708
730,-3.7059017404,-4.3898999702
731,-3.7002424157,-4.3898999702
732,-3.6946149388,-4.404715056
733,-3.690135648,-4.4197529334
734,-3.6834541087,-4.450524592
735,-3.6834541087,-4.4985338112
736,-3.6812368129,-4.4985338112
737,-3.6779200602,-4.4985338112
738,-3.6746142721,-4.4985338112
739,-3.6669430016,-4.4985338112
740,-3.66149933,-4.5150631132
741,-3.6582472946,-4.5150631132
742,-3.6550058007,-4.5489646649
743,-3.650700089,-4.5489646649
744,-3.644276084,-4.5489646649
745,-3.641079491,-4.5489646649
746,-3.6357744388,-4.5489646649
747,-3.632604864,-4.5663564076
748,-3.6294453037,-4.5663564076
749,-3.6221115883,-4.6020744902
750,-3.6137955321,-4.6020744902
751,-3.6065752841,-4.6020744902
752,-3.5994067946,-4.6204236288
753,-3.5973680579,-4.6204236288
754,-3.5922893269,-4.6204236288
755,-3.5912766685,-4.6391157619
756,-3.58120609,-4.6391157619
757,-3.575212066,-4.6391157619
758,-3.5682641473,-4.6391157619
759,-3.5653011821,-4.6391157619
760,-3.5633307381,-4.6391157619
761,-3.5603823331,-4.6391157619
762,-3.5584215481,-4.6391157619
763,-3.5564646003,-4.6391157619
764,-3.5506166305,-4.6391157619
765,-3.5467368972,-4.6391157619
766,-3.5419083026,-4.6391157619
767,-3.538062144,-4.6581639568
768,-3.5323205014,-4.6581639568
769,-3.5237693804,-4.6581639568
770,-3.5181089879,-4.6581639568
771,-3.5152907616,-4.6775820427
772,-3.5124804553,-4.69738467
773,-3.5096780247,-4.7175873773
774,-3.5059536256,-4.7382066645
775,-3.4994691193,-4.7382066645
776,-3.4967028658,-4.7382066645
777,-3.4930263911,-4.7382066645
778,-3.4857137442,-4.7382066645
779,-3.4775504336,-4.7592600737
780,-3.4712469458,-4.7592600737
781,-3.4623103358,-4.7592600737
782,-3.4587579342,-4.7592600737
783,-3.4578718021,-4.7592600737
784,-3.453452882,-4.7592600737
785,-3.4508108725,-4.7807662789
786,-3.4481758249,-4.7807662789
787,-3.4446731943,-4.7807662789
788,-3.4411827894,-4.7807662789
789,-3.436836846,-4.7807662789
790,-3.4316465229,-4.8027451856
791,-3.4264830003,-4.8027451856
792,-3.4213460027,-4.8027451856
793,-3.4187873659,-4.8027451856
794,-3.4128425501,-4.8027451856
795,-3.4111505023,-4.8027451856
796,-3.4103055508,-4.8027451856
797,-3.4044107969,-4.8027451856
798,-3.3993856607,-4.8027451856
799,-3.3968825305,-4.8027451856
800,-3.3894105157,-4.8027451856
801,-3.3844600105,-4.8027451856
802,-3.3778972306,-4.8027451856
803,-3.3721899179,-4.8027451856
804,-3.3689431618,-4.8027451856
805,-3.3648994847,-4.8252180415
806,-3.3624811038,-4.8252180415
807,-3.3544618146,-4.8482075597
808,-3.349680929,-4.8482075597
809,-3.3488863322,-4.8482075597
810,-3.3449227916,-4.8482075597
811,-3.3401871868,-4.8717380571
812,-3.3386136224,-4.8717380571
813,-3.3323440094,-4.8717380571
814,-3.3300030017,-4.8717380571
815,-3.3222389875,-4.8717380571
816,-3.3168398228,-4.8717380571
817,-3.3137676238,-4.8717380571
818,-3.3107048343,-4.8717380571
819,-3.3061281672,-4.8958356087
820,-3.3015723507,-4.8958356087
821,-3.2993022022,-4.8958356087
822,-3.2970371955,-4.8958356087
823,-3.2940251451,-4.8958356087
824,-3.2895240122,-4.8958356087
825,-3.2865344733,-4.8958356087
826,-3.2820668561,-4.8958356087
827,-3.2761409128,-4.8958356087
828,-3.2717193876,-4.8958356087
829,-3.2673173262,-4.8958356087
830,-3.2636636867,-4.8958356087
831,-3.2614778935,-4.8958356087
832,-3.2571205881,-4.8958356087
833,-3.252060946,-4.8958356087
834,-3.2477443925,-4.8958356087
835,-3.2427318507,-4.9205282213
836,-3.2384552939,-4.9205282213
837,-3.2341969482,-4.9205282213
838,-3.2292516891,-4.9458460293
839,-3.2264367682,-4.9718215157
840,-3.2222291884,-4.9718215157
841,-3.2166464802,-4.9718215157
842,-3.2097116397,-4.9718215157
843,-3.2076405309,-4.9718215157
844,-3.2021384537,-4.9718215157
845,-3.1980316718,-4.9718215157
846,-3.1932616457,-4.9718215157
847,-3.1912242935,-4.9718215157
848,-3.1858115604,-4.9718215157
849,-3.1810993336,-4.9718215157
850,-3.1797570515,-4.9718215157
851,-3.1764092078,-4.9718215157
852,-3.1717409765,-4.9718215157
853,-3.166432404,-4.9718215157
854,-3.1624693869,-4.9718215157
855,-3.1611518637,-4.9718215157
856,-3.159836074,-4.9718215157
857,-3.1565541544,-4.9984897628
858,-3.1539363519,-4.9984897628
859,-3.1506737063,-4.9984897628
860,-3.1461238122,-5.0258887369
861,-3.1415945259,-5.0258887369
862,-3.1396596655,-5.0258887369
863,-3.1332370359,-5.0540596139
864,-3.1306794897,-5.0540596139
865,-3.1230458649,-5.0540596139
866,-3.120514218,-5.0830471508
867,-3.1167287245,-5.0830471508
868,-3.1135850564,-5.0830471508
869,-3.1123303511,-5.1436717726
870,-3.1092004581,-5.1436717726
871,-3.1067035779,-5.1436717726
872,-3.1048350005,-5.1436717726
873,-3.1023489831,-5.1436717726
874,-3.0973954126,-5.1436717726
875,-3.0936962715,-5.1754204709
876,-3.0887852733,-5.1754204709
877,-3.0845078455,-5.1754204709
878,-3.0814637031,-5.2082102937
879,-3.0784287994,-5.2082102937
880,-3.0741953489,-5.2082102937
881,-3.0699797449,-5.2082102937
882,-3.0663804609,-5.2082102937
883,-3.0616014793,-5.2082102937
884,-3.0550674495,-5.2082102937
885,-3.0509315499,-5.2082102937
886,-3.0474000572,-5.2082102937
887,-3.0432956832,-5.2082102937
888,-3.0392080862,-5.2082102937
889,-3.0345569151,-5.2082102937
890,-3.0310826788,-5.2082102937
891,-3.0253189741,-5.2082102937
892,-3.0235963208,-5.2082102937
893,-3.0213040562,-5.2082102937
894,-3.0173051934,-5.2082102937
895,-3.0144586215,-5.2082102937
896,-3.0127545598,-5.2082102937
897,-3.0087896721,-5.2082102937
898,-3.0042775381,-5.2082102937
899,-2.9981064106,-5.2421118454
900,-2.9953138927,-5.2421118454
901,-2.9925291513,-5.2421118454
902,-2.9869828253,-5.2421118454
903,-2.9842211555,-5.2772031652
904,-2.9803675862,-5.2772031652
905,-2.9770763051,-5.2772031652
906,-2.9732501184,-5.2772031652
907,-2.9672669622,-5.2772031652
908,-2.9640184482,-5.2772031652
909,-2.9618586202,-5.2772031652
910,-2.9591653786,-5.2772031652
911,-2.9559430342,-5.2772031652
912,-2.95273104,-5.2772031652
913,-2.9489967065,-5.2772031652
914,-2.9442158209,-5.2772031652
915,-2.9410412151,-5.2772031652
916,-2.935772499,-5.3513111374
917,-2.9336727607,-5.3513111374
918,-2.9294864647,-5.3513111374
919,-2.9279211108,-5.3905318505
920,-2.9268789013,-5.3905318505
921,-2.9222023534,-5.3905318505
922,-2.9185800985,-5.3905318505
923,-2.9134281035,-5.3905318505
924,-2.9098374354,-5.3905318505
925,-2.9032030656,-5.3905318505
926,-2.8996488603,-5.4313538451
927,-2.8971178541,-5.4313538451
928,-2.8935851732,-5.4313538451
929,-2.8900649281,-5.4313538451
930,-2.8860569067,-5.4313538451
931,-2.8835600265,-5.4313538451
932,-2.8795779406,-5.4313538451
933,-2.8746225291,-5.4313538451
934,-2.8716610265,-5.4313538451
935,-2.8677259501,-5.4313538451
936,-2.8633174198,-5.4313538451
937,-2.8589282394,-5.4739134595
938,-2.8555277017,-5.4739134595
939,-2.85165548,-5.518365222
940,-2.8477981946,-5.518365222
941,-2.845394925,-5.5648852377
942,-2.8425186047,-5.5648852377
943,-2.8386963354,-5.5648852377
944,-2.8334644566,-5.5648852377
945,-2.8292040952,-5.5648852377
946,-2.8273164117,-5.6136754019
947,-2.8249618074,-5.6136754019
948,-2.8202691662,-5.6136754019
949,-2.8165308441,-5.6136754019
950,-2.8118775086,-5.6136754019
951,-2.8072457263,-5.6136754019
952,-2.8040161964,-5.6136754019
953,-2.8007970628,-5.6136754019
954,-2.7962162027,-5.6136754019
955,-2.7921112939,-5.6136754019
956,-2.78756996,-5.6136754019
957,-2.7830491567,-5.6136754019
958,-2.7812465424,-5.6136754019
959,-2.7780997652,-5.6136754019
960,-2.7736214774,-5.6136754019
961,-2.770053231,-5.6649686962
962,-2.767385377,-5.6649686962
963,-2.763396894,-5.6649686962
964,-2.7594242558,-5.6649686962
965,-2.7515260138,-5.6649686962
966,-2.7476001636,-5.6649686962
967,-2.7432561081,-5.6649686962
968,-2.7389308419,-5.6649686962
969,-2.73720596,-5.6649686962
970,-2.7341945574,-5.6649686962
971,-2.7311921962,-5.6649686962
972,-2.7290531579,-5.6649686962
973,-2.7256401853,-5.6649686962
974,-2.7218144634,-5.6649686962
975,-2.7184260654,-5.7190359175
976,-2.712523856,-5.7190359175
977,-2.7054034071,-5.7190359175
978,-2.7020700706,-5.7190359175
979,-2.6987478084,-5.7190359175
980,-2.6970908072,-5.7190359175
981,-2.6937850191,-5.7761943313
982,-2.6917244373,-5.7761943313
983,-2.6880260562,-5.7761943313
984,-2.6839327227,-5.7761943313
985,-2.681484741,-5.7761943313
986,-2.6757959813,-5.7761943313
987,-2.6709455271,-5.7761943313
988,-2.6673230639,-5.7761943313
989,-2.6637136756,-5.7761943313
990,-2.6593198199,-5.7761943313
991,-2.6561363712,-5.7761943313
992,-2.6537554176,-5.7761943313
993,-2.6497997163,-5.7761943313
994,-2.6454664418,-5.7761943313
995,-2.6399783841,-5.7761943313
996,-2.6376355482,-5.7761943313
997,-2.6337429781,-5.7761943313
998,-2.6321901828,-5.7761943313
999,-2.6294785793,-5.7761943313
1000,-2.6260030014,-5.7761943313
1001,-2.6210039524,-5.7761943313
1002,-2.6179399898,-5.7761943313
1003,-2.6148853864,-5.7761943313
1004,-2.6118400852,-5.7761943313
1005,-2.6103209053,-5.7761943313
1006,-2.6053994492,-5.7761943313
1007,-2.6020064205,-5.7761943313
1008,-2.5978749593,-5.7761943313
1009,-2.595254707,-5.7761943313
1010,-2.5904066646,-5.7761943313
1011,-2.5866933295,-5.7761943313
1012,-2.5829937323,-5.7761943313
1013,-2.5800438776,-5.7761943313
1014,-2.5760019834,-5.7761943313
1015,-2.5712461669,-5.8368189532
1016,-2.56905878,-5.8368189532
1017,-2.5668761672,-5.8368189532
1018,-2.5639734076,-5.8368189532
1019,-2.5607178431,-5.8368189532
1020,-2.5563935121,-5.8368189532
1021,-2.5545972119,-5.8368189532
1022,-2.5520878003,-5.9703503458
1023,-2.5499418768,-5.9703503458
1024,-2.546019604,-5.9703503458
1025,-2.5435315984,-5.9703503458
1026,-2.541403938,-5.9703503458
1027,-2.5382209115,-5.9703503458
1028,-2.5364569315,-5.9703503458
1029,-2.5336410197,-5.9703503458
1030,-2.5276834062,-5.9703503458
1031,-2.5252405503,-5.9703503458
1032,-2.5234992996,-5.9703503458
1033,-2.5207195897,-5.9703503458
1034,-2.5169100613,-5.9703503458
1035,-2.5151832434,-5.9703503458
1036,-2.5107074225,-6.0444583179
1037,-2.5062515454,-6.0444583179
1038,-2.5031782973,-6.0444583179
1039,-2.5001144651,-6.0444583179
1040,-2.4967211806,-6.0444583179
1041,-2.4936770382,-6.0444583179
1042,-2.4906421345,-6.0444583179
1043,-2.4876164136,-6.1245010256
1044,-2.484265204,-6.2115124026
1045,-2.4812586876,-6.2115124026
1046,-2.4765997774,-6.2115124026
1047,-2.4713017517,-6.2115124026
1048,-2.4663602164,-6.2115124026
1049,-2.4637346816,-6.2115124026
1050,-2.4604624273,-6.2115124026
1051,-2.4581782038,-6.2115124026
1052,-2.4549240519,-6.2115124026
1053,-2.4516804551,-6.2115124026
1054,-2.4490931316,-6.2115124026
1055,-2.4471570226,-6.2115124026
1056,-2.4445813611,-6.2115124026
1057,-2.4423330865,-6.2115124026
1058,-2.4388102646,-6.2115124026
1059,-2.4352998094,-6.3068225824
1060,-2.4333901972,-6.3068225824
1061,-2.4308497067,-6.3068225824
1062,-2.4286320597,-6.3068225824
1063,-2.4254724994,-6.3068225824
1064,-2.4229520192,-6.3068225824
1065,-2.4207517983,-6.3068225824
1066,-2.4182431736,-6.3068225824
1067,-2.4160532775,-6.3068225824
1068,-2.4126216722,-6.3068225824
1069,-2.4098227277,-6.3068225824
1070,-2.4085812627,-6.3068225824
1071,-2.4051751594,-6.3068225824
1072,-2.4020887371,-6.3068225824
1073,-2.3996264398,-6.3068225824
1074,-2.3956380928,-6.3068225824
1075,-2.3928862182,-6.3068225824
1076,-2.3910558333,-6.3068225824
1077,-2.3871014555,-6.3068225824
1078,-2.3846757418,-6.3068225824
1079,-2.3816518508,-6.3068225824
1080,-2.3789381449,-6.3068225824
1081,-2.3762317833,-6.3068225824
1082,-2.3720363921,-6.3068225824
1083,-2.3681563693,-6.3068225824
1084,-2.3654789915,-6.3068225824
1085,-2.3625125106,-6.3068225824
1086,-2.3598501809,-6.3068225824
1087,-2.3574896015,-6.3068225824
1088,-2.3542528766,-6.3068225824
1089,-2.3519054577,-6.3068225824
1090,-2.3498559766,-6.3068225824
1091,-2.3478106874,-6.3068225824
1092,-2.3437326159,-6.3068225824
1093,-2.3399606689,-6.3068225824
1094,-2.3379354982,-6.3068225824
1095,-2.3350494933,-6.4121830981
1096,-2.3321717935,-6.4121830981
1097,-2.3287294493,-6.4121830981
1098,-2.3258698534,-6.4121830981
1099,-2.3235880498,-6.4121830981
1100,-2.3215957338,-6.4121830981
1101,-2.3173398046,-6.4121830981
1102,-2.3133838797,-6.4121830981
1103,-2.310849024,-6.4121830981
1104,-2.3077595679,-6.4121830981
1105,-2.3041206555,-6.4121830981
1106,-2.303003649,-6.4121830981
1107,-2.2991039226,-6.4121830981
1108,-2.2957733616,-6.5299661337
1109,-2.2921777278,-6.5299661337
1110,-2.2896959949,-6.5299661337
1111,-2.2872204057,-6.5299661337
1112,-2.2842029846,-6.5299661337
1113,-2.2809216035,-6.5299661337
1114,-2.2781953205,-6.5299661337
1115,-2.2754764498,-6.5299661337
1116,-2.2730357707,-6.5299661337
1117,-2.2697907705,-6.5299661337
1118,-2.2681722107,-6.5299661337
1119,-2.266287196,-6.5299661337
1120,-2.2646742924,-6.5299661337
1121,-2.2633321905,-6.5299661337
1122,-2.2611885669,-6.5299661337
1123,-2.2590495287,-6.5299661337
1124,-2.2555833207,-6.5299661337
1125,-2.2526597306,-6.6634975263
1126,-2.2510686404,-6.6634975263
1127,-2.2481582004,-6.8176482062
1128,-2.2439398973,-6.8176482062
1129,-2.2410501015,-6.8176482062
1130,-2.2386919188,-6.8176482062
1131,-2.2347739303,-6.8176482062
1132,-2.2321704401,-6.8176482062
1133,-2.2303520217,-6.8176482062
1134,-2.2287960047,-6.8176482062
1135,-2.2262080116,-6.8176482062
1136,-2.2244003933,-6.8176482062
1137,-2.2213092007,-6.8176482062
1138,-2.2179711568,-6.8176482062
1139,-2.2146442183,-6.8176482062
1140,-2.2113283117,-6.999969763
1141,-2.2087850753,-6.999969763
1142,-2.2042234861,-6.999969763
1143,-2.2016982322,-6.999969763
1144,-2.1986763211,-6.999969763
1145,-2.1951622612,-6.999969763
1146,-2.1921600073,-6.999969763
1147,-2.1889177049,-6.999969763
1148,-2.1849415565,-6.999969763
1149,-2.1829593953,-6.999969763
1150,-2.1802403231,-6.999969763
1151,-2.1765443721,-6.999969763
1152,-2.1728620309,-6.999969763
1153,-2.1706591173,-6.999969763
1154,-2.1660243974,-6.999969763
1155,-2.1628656048,-6.999969763
1156,-2.1597167588,-6.999969763
1157,-2.156336746,-6.999969763
1158,-2.1546510141,-6.999969763
1159,-2.1515278884,-6.999969763
1160,-2.1484144863,-6.999969763
1161,-2.1462647184,-6.999969763
1162,-2.1424542827,-6.999969763
1163,-2.1396059542,-6.999969763
1164,-2.1360569146,-6.999969763
1165,-2.133226724,-6.999969763
1166,-2.1301696964,-6.999969763
1167,-2.1287619064,-6.999969763
1168,-2.1257184766,-6.999969763
1169,-2.1226842813,-6.999969763
1170,-2.1196592644,-6.999969763
1171,-2.1178022537,-7.2231133143
1172,-2.1154858292,-7.2231133143
1173,-2.1115601805,-7.2231133143
1174,-2.1085685778,-7.2231133143
1175,-2.1062734195,-7.2231133143
1176,-2.1032975675,-7.2231133143
1177,-2.1010144615,-7.2231133143
1178,-2.0989641133,-7.2231133143
1179,-2.0960099014,-7.2231133143
1180,-2.0941962532,-7.2231133143
1181,-2.0901275315,-7.5107953867
1182,-2.088324511,-7.5107953867
1183,-2.0862999911,-7.5107953867
1184,-2.0836069913,-7.5107953867
1185,-2.0811447629,-7.5107953867
1186,-2.0773513856,-7.5107953867
1187,-2.0755712338,-7.5107953867
1188,-2.0724635731,-7.5107953867
1189,-2.0691446189,-7.5107953867
1190,-2.0671585209,-7.5107953867
1191,-2.0653964059,-7.5107953867
1192,-2.0623201565,-7.5107953867
1193,-2.0581603256,-7.5107953867
1194,-2.055106222,-7.5107953867
1195,-2.0518442859,-7.5107953867
1196,-2.0492423764,-7.5107953867
1197,-2.046215347,-7.5107953867
1198,-2.0440587795,-7.5107953867
1199,-2.0404032545,-7.5107953867
1200,-2.0380450156,-7.5107953867
1201,-2.0350516416,-7.5107953867
1202,-2.0322800803,-7.5107953867
1203,-2.0278191063,-7.5107953867
1204,-2.0252788848,-7.5107953867
1205,-2.0233779443,-7.5107953867
1206,-2.0214806106,-7.5107953867
1207,-2.0189564191,-7.5107953867
1208,-2.0151820384,-7.5107953867
1209,-2.0139270707,-7.5107953867
1210,-2.0095470449,-7.5107953867
1211,-2.0076757479,-7.5107953867
1212,-2.0045646804,-7.5107953867
1213,-2.0018762288,-7.5107953867
1214,-1.99940098,-7.5107953867
1215,-1.9967263565,-7.5107953867
1216,-1.9948788757,-7.5107953867
1217,-1.9930348018,-7.5107953867
1218,-1.9901729846,-7.5107953867
1219,-1.9877265002,-7.5107953867
1220,-1.9836622801,-7.5107953867
1221,-1.9814339797,-7.5107953867
1222,-1.9788069195,-7.5107953867
1223,-1.9743767874,-7.5107953867
1224,-1.9711671558,-7.5107953867
1225,-1.9667706659,-7.5107953867
1226,-1.9635853158,-7.5107953867
1227,-1.9612029442,-7.5107953867
1228,-1.9596178438,-7.5107953867
1229,-1.9564551608,-7.5107953867
1230,-1.9538928257,-7.5107953867
1231,-1.9511407107,-7.5107953867
1232,-1.9485919396,-7.5107953867
1233,-1.9460496483,-7.5107953867
1234,-1.9440984281,-7.5107953867
1235,-1.9404015662,-7.5107953867
1236,-1.9376862814,-7.5107953867
1237,-1.9361379939,-7.5107953867
1238,-1.9324703901,-7.5107953867
1239,-1.9295843852,-7.5107953867
1240,-1.9276649989,-7.5107953867
1241,-1.9255579202,-7.5107953867
1242,-1.9230734469,-7.5107953867
1243,-1.9205951309,-7.9162604948
1244,-1.9188829646,-8.6094076754
1245,-1.9152779896,-8.6094076754
1246,-1.9135748952,-8.6094076754
1247,-1.9114972667,-8.6094076754
1248,-1.9103658316,-8.6094076754
1249,-1.9081067945,-8.6094076754
1250,-1.9041657178,-8.6094076754
1251,-1.9017337645,-8.6094076754
1252,-1.8989349941,-8.6094076754
1253,-1.8968875295,-8.6094076754
1254,-1.8942877137,-8.6094076754
1255,-1.8916946395,-8.6094076754
1256,-1.888923787,-8.6094076754
1257,-1.886896697,-8.6094076754
1258,-1.8837719817,-8.6094076754
1259,-1.8815721641,-8.6094076754
1260,-1.8799254709,-8.6094076754
1261,-1.8779165212,-8.6094076754
1262,-1.8751835324,-8.6094076754
1263,-1.870826227,-8.6094076754
1264,-1.8682932059,-8.6094076754
1265,-1.8659468462,-8.6094076754
1266,-1.8630665562,-8.6094076754
1267,-1.8607324138,-8.6094076754
1268,-1.8585826459,-8.6094076754
1269,-1.8559019187,-8.6094076754
1270,-1.8537624991,-8.6094076754
1271,-1.8512722808,-8.6094076754
1272,-1.8480796566,-8.6094076754
1273,-1.8457801951,-8.6094076754
1274,-1.843486009,-8.6094076754
1275,-1.8420768137,-8.6094076754
1276,-1.8389133665,-8.6094076754
1277,-1.8371602103,-8.6094076754
1278,-1.8347109439,-8.6094076754
1279,-1.832441984,-8.6094076754
1280,-1.8307001267,-8.6094076754
1281,-1.8286138951,-8.6094076754
1282,-1.8256658309,-8.6094076754
1283,-1.8237628808,-8.6094076754
1284,-1.8222086105,-8.6094076754
1285,-1.8211737708,-8.6094076754
1286,-1.8189352852,-8.6094076754
1287,-1.816530199,-8.6094076754
1288,-1.814644538,-8.6094076754
1289,-1.8125915005,-8.6094076754
1290,-1.8102016052,-8.6094076754
1291,-1.8076473254,-8.6094076754
1292,-1.805269203,-8.6094076754
1293,-1.8040822592,-8.6094076754
1294,-1.8027274749,-8.6094076754
1295,-1.80036101,-8.6094076754
1296,-1.7986741,-8.6094076754
1297,-1.7951408247,-8.6094076754
1298,-1.7919547736,-8.6094076754
1299,-1.7899477483,-8.6094076754
1300,-1.7886119658,-8.6094076754
1301,-1.7866116318,-8.6094076754
1302,-1.7846152911,-8.6094076754
1303,-1.7821254566,-8.6094076754
1304,-1.779641806,-8.6094076754
1305,-1.7773292843,-8.6094076754
1306,-1.7753513704,-8.6094076754
1307,-1.7733773609,-8.6094076754
1308,-1.7714072404,-8.6094076754
1309,-1.7696046999,-8.6094076754
1310,-1.7676419908,-8.6094076754
1311,-1.7655200607,-8.6094076754
1312,-1.7629146203,-8.6094076754
1313,-1.7609649853,-8.6094076754
1314,-1.7582094928,-8.6094076754
1315,-1.7565921546,-8.6094076754
1316,-1.7548160986,-8.6094076754
1317,-1.7530431914,-8.6094076754
1318,-1.749988281,-8.6094076754
1319,-1.7477432512,-8.6094076754
1320,-1.7463026747,-8.6094076754
1321,-1.7443851286,-8.6094076754
1322,-1.742311928,-8.6094076754
1323,-1.7400840467,-8.6094076754
1324,-1.7378611179,-8.6094076754
1325,-1.7359596754,-8.6094076754
1326,-1.7340618415,-8.6094076754
1327,-1.7318522447,-8.6094076754
1328,-1.7296475194,-8.6094076754
1329,-1.7269768713,-8.6094076754
1330,-1.7244698189,-8.6094076754
1331,-1.722125152,-8.6094076754
1332,-1.719941745,-8.6094076754
1333,-1.7177630949,-8.6094076754
1334,-1.7165202797,-8.6094076754
1335,-1.7145039937,-8.6094076754
1336,-1.7117189075,-8.6094076754
1337,-1.7100207211,-8.6094076754
1338,-1.7078635554,-8.6094076754
1339,-1.7050968767,-8.6094076754
1340,-1.7031034696,-8.6094076754
1341,-1.7014198387,-8.6094076754
1342,-1.6988234264,-8.6094076754
1343,-1.6971469801,-8.6094076754
1344,-1.6950173778,-8.6094076754
1345,-1.6934990052,-8.6094076754
1346,-1.6915285612,-8.6094076754
1347,-1.6889576714,-8.6094076754
1348,-1.6868454195,-8.6094076754
1349,-1.6850384622,-8.6094076754
1350,-1.6818841224,-8.6094076754
1351,-1.6799364104,-8.6094076754
1352,-1.6790387442,-8.6094076754
1353,-1.6770965609,-8.6094076754
1354,-1.6753071181,-8.6094076754
1355,-1.6730748083,-8.6094076754
1356,-1.6695134452,-8.6094076754
1357,-1.6671462301,-8.6094076754
1358,-1.6649320436,-8.6094076754
1359,-1.662575636,-8.6094076754
1360,-1.6602247681,-8.6094076754
